country,sku_config,product_name,main_category,sec_category,brand,selling_price,items_sold,product_link,ranking
KE,DR647ST1CHVZQNAFAMZ,Vitamin C Brightening & Anti-Aging Face Serum -50ml.,Beauty & perfumes,Facial skincare,Dr. Rashel,309,16,https://www.jumia.co.KE/28165418.html?seller_product=1,126
KE,PO946ST0IK0LANAFAMZ,"Faizaa Beauty Cream, Remove Pimples And Any Dark Spot",Beauty & perfumes,Facial skincare,Poonia Brothers,379,16,https://www.jumia.co.KE/47966113.html?seller_product=1,127
KE,NI534ST0KYBFWNAFAMZ,Skin Refining Face Scrub For Women - 75ml,Beauty & perfumes,Facial skincare,Nivea,554,16,https://www.jumia.co.KE/25439153.html?seller_product=1,128
KE,DR647ST1INIUNNAFAMZ,Night Skin Whitening Cream  For Fade Spots  -Dr. Rachel,Beauty & perfumes,Facial skincare,Dr. Rashel,377,16,https://www.jumia.co.KE/38769719.html?seller_product=1,129
KE,FA113ST0GOU1RNAFAMZ,Skin Care For Daily Use Electric Facial Cleanser Brushs-Pink,Beauty & perfumes,Facial skincare,Fashion,299,16,https://www.jumia.co.KE/34523082.html?seller_product=1,130
KE,IN843ST14HPKMNAFAMZ,"Faizaa Beauty Cream, Remove Pimples, Dark Spots + Whitening Soap",Beauty & perfumes,Facial skincare,Poonia Brothers,619,16,https://www.jumia.co.KE/43901086.html?seller_product=1,131
KE,CA458ST15N5B4NAFAMZ,SKIN BLACK SPOT CORRECTOR CREME 30ML,Beauty & perfumes,Facial skincare,CAROTONE,350,16,https://www.jumia.co.KE/42244996.html?seller_product=1,132
KE,NE425ST0V6X9BNAFAMZ,ULTRA SHEER DRY TOUCH SUNSCREEN SPF 50 118 Ml,Beauty & perfumes,Facial skincare,Neutrogena,694,16,https://www.jumia.co.KE/53119325.html?seller_product=1,133
KE,BR071OT0JKXSLNAFAMZ,Apple Cider Vinegar 473ml,Food cupboard,Condiments & Salad Dressings,Bragg,1199,16,https://www.jumia.co.KE/12698823.html?seller_product=1,1
KE,RA589HA0IGFE5NAFAMZ,7PCs Knife Stand Set - Scissors Slicing Freezing Fruit Knife,Home,Kitchen And Dining,Rashnik,899,16,https://www.jumia.co.KE/33599903.html?seller_product=1,50
KE,NU344HA10XGWLNAFAMZ,Drinking Water Hand Press Pump/ Water Dispenser,Home,Kitchen And Dining,Nunix,443,16,https://www.jumia.co.KE/33772026.html?seller_product=1,51
KE,BR272HA1L1I4MNAFAMZ,Shell Plain Dinner Plate 25Cm S2222,Home,Kitchen And Dining,Carrefour,200,16,https://www.jumia.co.KE/26280859.html?seller_product=1,52
KE,NU344FD0FAX19NAFAMZ,Drinking Water Hand Press Pump,Home,Kitchen And Dining,Nunix,425,16,https://www.jumia.co.KE/31630752.html?seller_product=1,53
KE,GE840HA1H4BUQNAFAMZ,Digital Electronic Kitchen Weigh Scale,Home,Kitchen And Dining,Generic,569,16,https://www.jumia.co.KE/43612298.html?seller_product=1,54
KE,GE840HA0ROEJVNAFAMZ,6pcs 8’ /19cm Melamine Plate Y-20300 ?Random Printing?,Home,Kitchen And Dining,Generic,499,16,https://www.jumia.co.KE/53288464.html?seller_product=1,55
KE,RA589FD10MDQ0NAFAMZ,1000ML BLUE COLOR STAINLESS STEEL VACUUM FLASK,Home,Kitchen And Dining,Rashnik,899,16,https://www.jumia.co.KE/29301516.html?seller_product=1,56
KE,NU344ST19FNOLNAFAMZ,Professional Hair Straightener Ceramic Flat Iron Styler,Beauty & perfumes,Hair care,Nunix,1197,16,https://www.jumia.co.KE/35231367.html?seller_product=1,54
KE,TC836ST1H2UPWNAFAMZ,Anti Dandruff Leave In Spray 200ml,Beauty & perfumes,Hair care,TCB Naturals,299,16,https://www.jumia.co.KE/27725198.html?seller_product=1,55
KE,24058HB0KUJN9NAFAMZ,Amla Powder 100g,Beauty & perfumes,Hair care,Mara,440,16,https://www.jumia.co.KE/16471053.html?seller_product=1,56
KE,FA113HB1KNYCNNAFAMZ,Medium Baby Locks Hair Styling Magic Twist Curling Sponge,Beauty & perfumes,Hair care,Fashion,370,16,https://www.jumia.co.KE/30167159.html?seller_product=1,57
KE,CE464ST0CNSHNNAFAMZ,Super GEK 3000 Blow Dry Hair Dryer - Black,Beauty & perfumes,Hair care,Ceriotti,1690,16,https://www.jumia.co.KE/30456212.html?seller_product=1,58
KE,NU344HA0G11MNNAFAMZ,KJ-102 - Sandwich Maker - Black,Appliances,Small Appliance,Nunix,1384,16,https://www.jumia.co.KE/32622962.html?seller_product=1,75
KE,NU344HA02IR8ZNAFAMZ,6L ELECTRIC CHIPS DEEP FRYER,Appliances,Small Appliance,Nunix,4634,16,https://www.jumia.co.KE/55343240.html?seller_product=1,76
KE,GD314HB0F66E6NAFAMZ,8ml  UV Gel Polish-Top Coat,Beauty & perfumes,"Hand, feet & nail care",Gd Coco,378,16,https://www.jumia.co.KE/26428452.html?seller_product=1,9
KE,FL593DB0F8633NAFAMZ,Slimming Tea Detox..,Beverages,Tea and Coffee,Flat tummy tea,799,16,https://www.jumia.co.KE/57357552.html?seller_product=1,3
KE,FA113ST116EG6NAFAMZ,Makeup Brushes Set  Foundation Eyes Brushes-12pcs,Beauty & perfumes,Make up,Fashion,479,16,https://www.jumia.co.KE/45444426.html?seller_product=1,25
KE,FA113HB1N00YENAFAMZ,Makeup Sponge Puff Soft Blenders -3 Pcs /Set Multicolor,Beauty & perfumes,Make up,Fashion,369,16,https://www.jumia.co.KE/28589099.html?seller_product=1,26
KE,FA113ST0GYWYJNAFAMZ,20pcs Multi-function Eyeshadow Eyeliner Makeup Brushes Sets,Beauty & perfumes,Make up,Fashion,379,16,https://www.jumia.co.KE/57820582.html?seller_product=1,27
KE,AN944EA1NFTVANAFAMZ,"Memory Card 16GB High Speed,Get Adapter",Computing,Storage,Annov,399,16,https://www.jumia.co.KE/49853899.html?seller_product=1,84
KE,AN944EA1CGQUZNAFAMZ,Memory Card 32GB High Speed + Free Earphones,Computing,Storage,Annov,565,16,https://www.jumia.co.KE/57820418.html?seller_product=1,85
KE,QW220EA09F8B4NAFAMZ,32GB Mini USB Flash Disk Flash Drives Metal-Silver,Computing,Storage,Qwen,509,16,https://www.jumia.co.KE/25172851.html?seller_product=1,86
KE,SA949EA12EUCJNAFAMZ,64GB Flash Disk Cruzer Force,Computing,Storage,Sandisk,894,16,https://www.jumia.co.KE/32971546.html?seller_product=1,87
KE,FA113ST1F64GMNAFAMZ,Eyebrow Shaper Eyebrow Razor Facail Hair Razors-3Pcs,Beauty & perfumes,Makeup,Fashion,199,16,https://www.jumia.co.KE/43164958.html?seller_product=1,63
KE,FA113ST1MWLEENAFAMZ,2 In 1 Eyeliner/Eyebrow Gel (Black And Brown),Beauty & perfumes,Makeup,Fashion,370,16,https://www.jumia.co.KE/45483989.html?seller_product=1,64
KE,MA717ST0AJEG9NAFAMZ,Fit Me Powder 350 Caramel,Beauty & perfumes,Makeup,Maybelline New York,959,16,https://www.jumia.co.KE/35310771.html?seller_product=1,65
KE,BR415HB1BIEVDNAFAMZ,"Face Finity-All Day Face Primer&extends Foundation Wear,35ml",Beauty & perfumes,Makeup,LA Girl,395,16,https://www.jumia.co.KE/33010897.html?seller_product=1,66
KE,MA274HB1FBTKPNAFAMZ,Fit Me Matte And Poreless Foundation 350 Caramel With Clay,Beauty & perfumes,Makeup,Maybelline New York,999,16,https://www.jumia.co.KE/16911268.html?seller_product=1,67
KE,MA274HB00B87ENAFAMZ,Colosal Kajal Argan Oil Extra Black,Beauty & perfumes,Makeup,Maybelline New York,739,16,https://www.jumia.co.KE/5832500.html?seller_product=1,68
KE,MA717ST0MG2JTNAFAMZ,Fit Me Powder 360 Mocha,Beauty & perfumes,Makeup,Maybelline New York,959,16,https://www.jumia.co.KE/35310773.html?seller_product=1,69
KE,AB246ST0WN9N1NAFAMZ,Clear Lip Gloss,Beauty & perfumes,Makeup,Absolute,79,16,https://www.jumia.co.KE/39233845.html?seller_product=1,70
KE,MA274HB139099NAFAMZ,Superstay Matte Ink Liquid Lipstick - 130 Self Starter,Beauty & perfumes,Makeup,Maybelline New York,1020,16,https://www.jumia.co.KE/16252956.html?seller_product=1,71
KE,NU344PB1D4EY8NAFAMZ,Hot & Cold Water Dispenser,Home,Home Fixture,Nunix,5999,16,https://www.jumia.co.KE/48170528.html?seller_product=1,29
KE,GE840IP0TUPSNNAFAMZ,2PCS 3 Pin Universal Travel Power Plug Adapter - White,Home,Home Fixture,Generic,191,16,https://www.jumia.co.KE/57914105.html?seller_product=1,30
KE,BR562ST0JSU2TNAFAMZ,ROSE WATER (Facial Toner),Beauty & perfumes,Body shop,MH,255,16,https://www.jumia.co.KE/35085233.html?seller_product=1,163
KE,AM776ST192OBNNAFAMZ,Cocoa Butter Lemon Brightening Cream (500ml),Beauty & perfumes,Body shop,American Dream,1199,16,https://www.jumia.co.KE/55570757.html?seller_product=1,164
KE,VA362HB140US3NAFAMZ,Petrolium Jelly 25g,Beauty & perfumes,Body shop,VASELINE,24,16,https://www.jumia.co.KE/13542276.html?seller_product=1,165
KE,NI579ST01DMJZNAFAMZ,Perfumed Glycerine – 40ml,Beauty & perfumes,Body shop,NICE & LOVELY,50,16,https://www.jumia.co.KE/57351320.html?seller_product=1,166
KE,BR349AO1F6E2ZNAFAMZ,Delay Spray Lasting 60 Minutes & Penis Enlargement,Beauty & perfumes,Body shop,Peineili,647,16,https://www.jumia.co.KE/30685958.html?seller_product=1,167
KE,DE012HL0DYBA5NAFAMZ,Shower Gel Fresh - 500ml ,Beauty & perfumes,Body shop,Dettol,680,16,https://www.jumia.co.KE/33953432.html?seller_product=1,168
KE,DU363AO1FK17JNAFAMZ,Strawberry Lube 50ml,Beauty & perfumes,Body shop,DUREX,1250,16,https://www.jumia.co.KE/30159568.html?seller_product=1,169
KE,NI424ST01OG5TNAFAMZ,Maximum Hydration Body Lotion 400ml + FREE Roll-on 25ml,Beauty & perfumes,Body shop,Nivea Men,460,16,https://www.jumia.co.KE/50302820.html?seller_product=1,170
KE,US512HB1551LXNAFAMZ,Detergent Tablets Yellow  175g,Beauty & perfumes,Body shop,Ushindi,42,16,https://www.jumia.co.KE/12699096.html?seller_product=1,171
KE,GE090ST03VESINAFAMZ,Professional Hair Clipper /Shaving Machine-Kinyozi,Beauty & perfumes,Body shop,Geemy,868,16,https://www.jumia.co.KE/45340560.html?seller_product=1,172
KE,ME603ST0XTBF7NAFAMZ,Deep Cleansing Coffee Body Scrub,Beauty & perfumes,Body shop,Meinaier,375,16,https://www.jumia.co.KE/55159765.html?seller_product=1,173
KE,GE840AO0FJZJQNAFAMZ,MTM-100mg Citrate Tablets - 4 Tablets,Beauty & perfumes,Others,Generic,699,16,https://www.jumia.co.KE/47762162.html?seller_product=1,13
KE,WE813EA00WEF8NAFAMZ,WT-3111 Tripod Stand With Remote And Mic,Cameras & Accessories,Other Cameras & Accessories,Weifeng,1350,16,https://www.jumia.co.KE/48611510.html?seller_product=1,10
KE,NU749OT03H6Q9NAFAMZ,Bird Millet 1Kg,Home,Pet,Nutrameal,94,16,https://www.jumia.co.KE/12704850.html?seller_product=1,3
KE,GE840FD09C7GANAFAMZ,Lorenzet Instant Hot Water Heater Shower,Home,Bath,Generic,1239,16,https://www.jumia.co.KE/47068651.html?seller_product=1,11
KE,TR365HL06P8TNNAFAMZ,Air Freshner Vanilla 300ml,Household care,Air Fresheners & Insecticides,Tropikal,244,16,https://www.jumia.co.KE/13555211.html?seller_product=1,11
KE,NA831OT0MSVTLNAFAMZ,Air Freshener Bouquet - 300ml,Household care,Air Fresheners & Insecticides,Natural,160,16,https://www.jumia.co.KE/16199283.html?seller_product=1,12
KE,PR611IP07YPVLNAFAMZ,20 EC Insecticide For BedBugs Odorless,Household care,Air Fresheners & Insecticides,Promax,495,16,https://www.jumia.co.KE/35177331.html?seller_product=1,13
KE,KL468OT0ZTD2HNAFAMZ,Pocket Handkerchiefs,Household care,Paper & roll,Kleenex,14,16,https://www.jumia.co.KE/12565106.html?seller_product=1,14
KE,RO499CP0ZDZ9CNAFAMZ,Lemon Fresh Liquid Hand Wash Soap 500ml With Pump,Laundry,Detergent Pacs & Tablets,Rosy,147,16,https://www.jumia.co.KE/48783495.html?seller_product=1,44
KE,NU344FD0XHCQ7NAFAMZ,Portable Wardrobe 3 Column - Brown,Home,Storage And Organisation,Nunix,2529,16,https://www.jumia.co.KE/57963265.html?seller_product=1,25
KE,GE840FD07G2V7NAFAMZ,4-layer Shoe Rack - Vert,Home,Storage And Organisation,Generic,500,16,https://www.jumia.co.KE/32570521.html?seller_product=1,26
KE,GE840FD1BW6W2NAFAMZ,Portable Wardrobe 3 Column - Blue,Home,Storage And Organisation,Generic,2790,16,https://www.jumia.co.KE/47834408.html?seller_product=1,27
KE,SO501OT0HWTXINAFAMZ,Luxury Softener - 300ml,Laundry,Liquid Detergent,Sosoft,100,16,https://www.jumia.co.KE/45258003.html?seller_product=1,1
KE,FA113FC0VBSWNNAFAMZ,2Pcs/Set Sun&Moon Couple Pendants Necklace For Best Friends Lovers Valentines,Men's accessories,Jewellery,Fashion,91,16,https://www.jumia.co.KE/57781625.html?seller_product=1,12
KE,CU854FC04EN25NAFAMZ,Sport Military Leather Casual Men's Watch Luxury Fashion Top Brand Watch,Men's accessories,Watches,CURREN,2999,16,https://www.jumia.co.KE/33510470.html?seller_product=1,35
KE,FA113FC08ESTSNAFAMZ,Men's Wallet Card Holder Billfold Purse - Coffee,Men's accessories,Wallets,Fashion,390,16,https://www.jumia.co.KE/27472141.html?seller_product=1,7
KE,SU503DR19HAEGNAFAMZ,Lavender Hand Washing Powder 3.5kg,Household care,House Hold Sundries,Sunlight,899,16,https://www.jumia.co.KE/25398367.html?seller_product=1,96
KE,AR681OT19C69TNAFAMZ,Washing Powder Downy - 500g,Household care,House Hold Sundries,ARIEL,199,16,https://www.jumia.co.KE/12705167.html?seller_product=1,97
KE,VE497DR0TVV90NAFAMZ,White Cocktail Serviettes 100 Sheets,Household care,House Hold Sundries,Velvex,52,16,https://www.jumia.co.KE/759105.html?seller_product=1,98
KE,TO498FF0IIZRPNAFAMZ,Poa Toilet Paper White 10s X 4 Unwrapped,Household care,House Hold Sundries,Toilex,494,16,https://www.jumia.co.KE/35291113.html?seller_product=1,99
KE,CL159FF0XU27UNAFAMZ,Butane Gas Refiller For Lighters/Torches,Household care,House Hold Sundries,Clipper,999,16,https://www.jumia.co.KE/28892865.html?seller_product=1,100
KE,FA113MW19Z0IPNAFAMZ,Men's Sports Pants With Sling Crotch-Dark Gray,Men's clothing,Trousers & chinos,Fashion,200,16,https://www.jumia.co.KE/35361277.html?seller_product=1,11
KE,GE840AA1F0PNGNAFAMZ,White 3 In 1 Lux Premium Cotton Comfortable Vest + Free Pen,Men's clothing,T-shirts,Fashion,449,16,https://www.jumia.co.KE/6639658.html?seller_product=1,1
KE,FA113FS0KCSTANAFAMZ,Men Black Ethiopian Leather Official Shoes.,Men's shoes,Formal shoes,Fashion,1199,16,https://www.jumia.co.KE/43598143.html?seller_product=1,4
KE,FA113FS0GG94XNAFAMZ,Mens Official PU Leather Shoes Business Formal Shoes-Black,Men's shoes,Formal shoes,Fashion,1199,16,https://www.jumia.co.KE/39123672.html?seller_product=1,5
KE,FA113DI117GYANAFAMZ,4PCs Washable Waterproof Nylon Urine Baby Pants,Kids and Baby,Baby,Fashion,199,16,https://www.jumia.co.KE/45349426.html?seller_product=1,34
KE,EM915SE0H4VFVNAFAMZ,Magic EMS Muscle Training Gear Abdominal ABS With Butt Stimulator - Black,Sport & Fitness,Fitness,EMS,949,16,https://www.jumia.co.KE/34808782.html?seller_product=1,7
KE,US356SPADKTJNAFAMZ,Blue Lab 100% Whey Protein 454g (1 lbs) - Vanilla,Sport & Fitness,Fitness,USN,2499,16,https://www.jumia.co.KE/166951.html?seller_product=1,8
KE,AB846SE12JNMXNAFAMZ,Abs Roller Workout Arm And Waist Fitness Exerciser Wheel (Free Knee Mat),Sport & Fitness,Sport,AB Wheel,770,16,https://www.jumia.co.KE/50524746.html?seller_product=1,5
KE,TU807SE1AAVT7NAFAMZ,"Abs Exerciser, Waist Trimmer, Fitness",Sport & Fitness,Sport,Tummy Trimmer,625,16,https://www.jumia.co.KE/32107777.html?seller_product=1,6
KE,FA113MW0DPY8NNAFAMZ,Mens Solid Long Sleeve Dress Shirts,Men's clothing,Shirts,Fashion,631,16,https://www.jumia.co.KE/38754032.html?seller_product=1,18
KE,FA113MW0DPY8NNAFAMZ,Mens Solid Long Sleeve Dress Shirts,Men's clothing,Shirts,Fashion,631,16,https://www.jumia.co.KE/38754032.html?seller_product=1,19
KE,FA113MW1N2R3RNAFAMZ,Mens Casual Long Sleeve Dress Shirts,Men's clothing,Shirts,Fashion,473,16,https://www.jumia.co.KE/38752299.html?seller_product=1,20
KE,VE497DR1JSKCDNAFAMZ,Multi Purpose Liquid Detergent 5 Litres,Household care,Surface and Toilet Cleaning,Velvex,475,16,https://www.jumia.co.KE/31611739.html?seller_product=1,21
KE,CO415ST0QPE6RNAFAMZ,Extra Clean Toothbrush,Beauty & perfumes,Hygiene,Colgate,100,16,https://www.jumia.co.KE/30845844.html?seller_product=1,45
KE,SE499ST1ELLXCNAFAMZ,White Repair & Protect 75Ml,Beauty & perfumes,Hygiene,Sensodyne,544,16,https://www.jumia.co.KE/29988948.html?seller_product=1,46
KE,FL593DV00Y3ZMNAFAMZ,28 Days Detox Slimming Tea/ Weight Loss Tea,Beauty & perfumes,Health & relaxation,Flat tummy tea,618,16,https://www.jumia.co.KE/47419510.html?seller_product=1,50
